,Unnamed: 0,int64_field_0,DateTime,Score,city
1182,1182,205,2021-11-07,107.38260000000008,New York
1187,1187,206,2021-11-08,94.61700000000002,New York
1192,1192,207,2021-11-09,90.6182,New York
1197,1197,208,2021-11-10,93.27159999999992,New York
1202,1202,209,2021-11-11,93.76949999999997,New York
1207,1207,210,2021-11-12,108.65239999999994,New York
1212,1212,211,2021-11-14,96.9893,New York
1217,1217,212,2021-11-15,80.33420000000004,New York
1222,1222,213,2021-11-16,94.84169999999996,New York
1227,1227,214,2021-11-17,96.3373999999999,New York
1232,1232,215,2021-11-18,70.9975,New York
1237,1237,216,2021-11-19,116.3959999999999,New York
1241,1241,217,2021-11-20,104.33259999999989,New York
1245,1245,218,2021-11-21,104.66929999999998,New York
1249,1249,219,2021-11-22,91.7667000000001,New York
1253,1253,220,2021-11-23,100.34740000000004,New York
1257,1257,221,2021-11-25,94.75839999999994,New York
1261,1261,222,2021-11-26,102.9009,New York
1265,1265,223,2021-11-27,89.78219999999993,New York
1269,1269,224,2021-11-28,88.15559999999994,New York
1273,1273,225,2021-11-29,109.57969999999992,New York
1277,1277,226,2021-11-30,87.5613999999999,New York
1281,1281,227,2021-12-01,78.4147999999999,New York
