Date,avg_price,median_price
2020-09-13T00:00:00.000000000,26212.30229,12000
2020-09-14T00:00:00.000000000,26033.86191,12000
2020-09-15T00:00:00.000000000,25984.63762,12000
2020-09-16T00:00:00.000000000,25528.22382,12000
2020-09-17T00:00:00.000000000,25497.64261,12000
2020-09-18T00:00:00.000000000,25540.04808,12000
2020-09-19T00:00:00.000000000,25610.78741,12000
2020-09-20T00:00:00.000000000,25484.70542,12000
2020-09-21T00:00:00.000000000,25472.27455,12000
2020-09-22T00:00:00.000000000,25455.06655,12000
2020-09-23T00:00:00.000000000,25627.18641,12000
2020-09-24T00:00:00.000000000,25746.05837,12000
2020-09-25T00:00:00.000000000,25693.24143,12000
2020-09-26T00:00:00.000000000,25582.30821,12000
