DateTime,Score
2021-11-18-16-08,95.75949999999999
2021-11-18-16-20,110.94330000000005
2021-11-18-16-22,109.91089999999997
2021-11-18-16-23,81.92490000000005
2021-11-18-16-36,102.01279999999991
2021-11-18-16-37,111.40089999999992
2021-11-18-16-39,101.51840000000003
2021-11-18-16-51,89.66429999999997
2021-11-18-16-53,84.26580000000001
2021-11-18-16-54,87.94459999999991
2021-11-18-17-07,96.1318999999999
2021-11-18-17-08,101.1665999999999
2021-11-18-17-10,99.26009999999994
2021-11-18-17-22,91.48699999999994
2021-11-18-17-24,86.16029999999999
2021-11-18-17-26,92.13879999999992
2021-11-18-17-38,91.32629999999993
2021-11-18-17-40,99.27469999999988
2021-11-18-17-41,101.89819999999999
2021-11-18-17-54,94.1176
2021-11-18-17-55,83.02189999999995
