DateTime,Score
2021-11-18-17-54,94.72769999999994
2021-11-18-17-55,104.38630000000008
2021-11-18-17-57,109.47669999999995
2021-11-18-18-09,93.45230000000001
2021-11-18-18-11,96.19259999999984
2021-11-18-18-12,104.45669999999994
2021-11-18-18-25,107.45199999999986
2021-11-18-18-26,94.6911999999999
2021-11-18-18-28,102.14460000000001
2021-11-18-18-40,91.06679999999992
2021-11-18-18-42,94.57520000000001
2021-11-18-18-43,96.08960000000002
2021-11-18-18-56,68.62740000000002
2021-11-18-18-58,64.17930000000001
2021-11-18-18-59,71.84789999999995
2021-11-18-19-12,90.43899999999991
2021-11-18-19-13,88.47919999999992
2021-11-18-19-15,86.53
2021-11-18-19-27,104.58689999999983
2021-11-18-19-29,91.66899999999998
2021-11-18-19-30,83.83489999999999
2021-11-18-19-43,102.30369999999998
2021-11-18-19-44,86.88330000000002
2021-11-18-19-46,90.48870000000005
2021-11-18-19-58,98.17239999999987
2021-11-18-20-00,90.74429999999994
2021-11-18-20-01,92.2665
2021-11-18-20-14,99.75209999999996
2021-11-18-20-15,101.57550000000002
2021-11-18-20-17,102.83839999999992
2021-11-18-20-29,96.68629999999983
2021-11-18-20-31,96.03349999999996
2021-11-18-20-32,93.9997
2021-11-18-20-45,86.16669999999995
2021-11-18-20-46,87.88889999999994
2021-11-18-20-48,88.63449999999999
2021-11-18-21-00,99.1931
2021-11-18-21-02,107.70330000000001
2021-11-18-21-03,86.84239999999993
2021-11-18-21-16,90.34329999999999
2021-11-18-21-17,84.13110000000005
2021-11-18-21-19,81.40219999999997
2021-11-18-21-31,72.85389999999995
2021-11-18-21-33,71.31559999999989
2021-11-18-21-35,70.78469999999992
2021-11-18-21-47,93.82619999999996
2021-11-18-21-49,91.82999999999996
2021-11-18-21-50,90.28819999999995
2021-11-18-22-03,77.90450000000007
2021-11-18-22-04,77.93570000000003
2021-11-18-22-06,83.38899999999995
2021-11-18-22-18,82.23190000000007
2021-11-18-22-20,84.92230000000004
2021-11-18-22-21,74.36799999999995
2021-11-18-22-34,96.82119999999999
2021-11-18-22-35,88.65339999999999
2021-11-18-22-37,86.00999999999988
2021-11-18-22-49,81.73069999999996
2021-11-18-22-51,89.31939999999982
2021-11-18-22-52,100.09589999999996
